latitud,provincia,altitud,idema,nombre,indsinop,longitud
370352N,GRANADA,3092,5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",,032217W
370814N,GRANADA,687,5514,GRANADA BASE AÉREA,08420,033753W
370810N,GRANADA,695,5514Z,GRANADA BASE AÉREA,08420,033800W
371413N,GRANADA,1258,5515D,VÍZNAR,08421,033202W
371123N,GRANADA,775,5515X,GRANADA-CARTUJA,,033544W
370347N,GRANADA,2856,5516D,SIERRA NEVADA 'RADIOTELESCOPIO',08980,032313W
371125N,GRANADA,567,5530E,GRANADA AEROPUERTO,08419,034723W
370940N,GRANADA,760,5582A,LOJA,08414,040910W
371351N,CORDOBA,465,5598X,BENAMEJÍ,,043252W
371140N,SEVILLA,410,5612B,LA RODA DE ANDALUCÍA,08399,044612W
371613N,SEVILLA,450,5612X,LORA DE ESTEPA,,044937W
372855N,CORDOBA,309,5624X,AGUILAR DE LA FRONTERA,,044109W
373819N,CORDOBA,200,5625X,LA RAMBLA,,044550W
373058N,SEVILLA,130,5641X,ÉCIJA,08395,050506W
374712N,SEVILLA,200,5654X,LA PUEBLA DE LOS INFANTES,,052216W
372950N,SEVILLA,165,5656,FUENTES DE ANDALUCÍA,,052559W
373356N,SEVILLA,50,5702X,CARMONA,,054426W
375535N,SEVILLA,550,5704B,CAZALLA DE LA SIERRA,08392,054611W
380558N,SEVILLA,720,5726X,GUADALCANAL,,054909W
374728N,SEVILLA,450,5733X,ALMADÉN DE LA PLATA,,060430W
375825N,HUELVA,618,5769X,CALA,,061920W
372500N,SEVILLA,34,5783,SEVILLA AEROPUERTO,08391,055245W
372142N,SEVILLA,84,5788X,"TOMARES, ZAUDÍN",,060335W
372151N,SEVILLA,9,5790Y,"SEVILLA, TABLADA",,060021W
370952N,SEVILLA,87,5796,MORÓN DE LA FRONTERA,08397,053641W
372136N,SEVILLA,76,5835X,CARRIÓN DE LOS CÉSPEDES,,062003W
365919N,HUELVA,5,5858X,ALMONTE,,062635W
370553N,HUELVA,41,5860E,"MOGUER, EL ARENOSILLO",08384,064417W
365712N,SEVILLA,105,5891X,LAS CABEZAS DE SAN JUAN,,055048W
364500N,CADIZ,10,5906X,CHIPIONA,,062402W
363820N,CADIZ,21,5910,"ROTA, BASE NAVAL",08449,061957W
364538N,CADIZ,913,5911A,GRAZALEMA,08455,052227W
365554N,CADIZ,530,5919X,OLVERA,,051534W
364346N,CADIZ,295,5941X,EL BOSQUE,,053044W
363950N,CADIZ,105,5950X,SAN JOSÉ DEL VALLE,,054700W
364502N,CADIZ,27,5960,JEREZ DE LA FRONTERA AEROPUERTO,08451,060321W
362756N,CADIZ,28,5972X,SAN FERNANDO,08453,061220W
362959N,CADIZ,2,5973,CÁDIZ,08452,061528W
362423N,CADIZ,70,5983X,MEDINA SIDONIA,,055513W
361444N,CADIZ,186,5995B,VEJER DE LA FRONTERA,08457,055754W
361106N,CADIZ,4,5996B,BARBATE,,055435W
371436N,SEVILLA,255,5998X,OSUNA,,050645W
351635N,MELILLA,52,6000A,MELILLA,60338,025723W
360050N,CADIZ,32,6001,TARIFA,08458,053556W
364459N,MALAGA,766,6032B,RONDA,08443,051006W
364500N,MALAGA,753,6032X,RONDA INSTITUTO,,051007W
363240N,MALAGA,315,6040X,CORTES DE LA FRONTERA,,052311W
362608N,CADIZ,42,6042I,JIMENA DE LA FRONTERA,,052342W
363757N,MALAGA,676,6045X,ALPANDEIRE,,051211W
363107N,MALAGA,594,6050X,GAUCÍN,,051907W
361623N,CADIZ,1,6056X,SAN ROQUE  ,,051704W
362242N,MALAGA,140,6057X,MANILVA,,051536W
362501N,MALAGA,19,6058I,ESTEPONA,08463,050918W
363237N,MALAGA,392,6069X,BENAHAVÍS,,050129W
362904N,MALAGA,2,6076X,"MARBELLA, PUERTO",,045711W
362901N,MALAGA,2,6083X,MARBELLA,,044425W
363219N,MALAGA,8,6084X,FUENGIROLA,08480,043706W
363714N,MALAGA,85,6088X,TORREMOLINOS,,043054W
370126N,MALAGA,515,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),,043345W
370146N,MALAGA,408,6106X,ANTEQUERA,08413,044454W
365117N,MALAGA,172,6127X,ÁLORA,,044148W
363928N,MALAGA,230,6143X,COÍN,,044539W
363958N,MALAGA,6,6155A,MÁLAGA AEROPUERTO,08482,042856W
364304N,MALAGA,54,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",08481,042854W
364300N,MALAGA,25,6172O,"MÁLAGA, PUERTO",08479,042511W
364300N,MALAGA,25,6172X,MÁLAGA,,042511W
364254N,MALAGA,7,6175X,RINCÓN DE LA VICTORIA,,041710W
364607N,MALAGA,41,6199X,VÉLEZ-MÁLAGA,,040537W
364521N,MALAGA,40,6201X,ALGARROBO,,040238W
364335N,MALAGA,3,6205X,TORROX,08484,035726W
364546N,MALAGA,169,6213X,NERJA,,035043W
365708N,GRANADA,1732,6248D,"CAÑAR, PARQUE NACIONAL SIERRA NEVADA",,032549W
365523N,GRANADA,715,6258X,LANJARÓN,,032933W
364454N,GRANADA,20,6267X,SALOBREÑA,,033443W
364322N,GRANADA,12,6268X,MOTRIL,08485,033149W
364326N,GRANADA,1,6268Y,"MOTRIL, PUERTO",,033145W
364403N,GRANADA,235,6272X,CASTELL DE FERRO,,032248W
364450N,ALMERIA,8,6277B,ADRA,08486,030114W
370019N,GRANADA,1020,6281X,VÁLOR,,030417W
364629N,ALMERIA,98,6291B,EL EJIDO,,024847W
364113N,ALMERIA,3,6293X,ROQUETAS DE MAR,08492,024206W
364952N,ALMERIA,7,6297,ALMERÍA,,022720W
370545N,GRANADA,2300,6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",,025752W
370829N,ALMERIA,869,6302A,ABLA,08427,024648W
370311N,ALMERIA,1713,6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",,025350W
370159N,ALMERIA,1518,6307X,LÁUJAR DE ANDARAX,,025445W
370115N,ALMERIA,601,6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",,024038W
365047N,ALMERIA,21,6325O,ALMERÍA AEROPUERTO,08487,022125W
364319N,ALMERIA,52,6329X,CABO DE GATA,,021135W
365849N,ALMERIA,16,6332X,CARBONERAS,08488,015413W
365632N,ALMERIA,222,6332Y,CARBONERAS,08488,015425W
370636N,ALMERIA,970,6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",,024157W
371044N,ALMERIA,6,6340X,"GARRUCHA, PUERTO",,014900W
372424N,ALMERIA,508,6364X,ALBOX,,020905W
372326N,ALMERIA,300,6367B,HUÉRCAL-OVERA,08428,015637W
370757N,MALAGA,420,6375X,FUENTE DE PIEDRA,,044431W
355618N,ALMERIA,15,6381,ALBORÁN,08490,030210W
372502N,MURCIA,26,7002Y,ÁGUILAS,08432,013513W
373517N,MURCIA,66,7007Y,MAZARRÓN/LAS TORRES,,011350W
373604N,MURCIA,17,7012C,CARTAGENA,08434,005916W
373616N,MURCIA,56,7012D,CARTAGENA,08434,010124W
373809N,MURCIA,2,7019X,CARTAGENA/SALINAS CABO PALOS,,004256W
374827N,MURCIA,205,7020C,MURCIA AEROPUERTO,,010741W
374335N,MURCIA,140,7023X,FUENTE ÁLAMO DE MURCIA,,011002W
374420N,MURCIA,50,7026X,TORRE-PACHECO,,005803W
374720N,MURCIA,4,7031,SAN JAVIER AEROPUERTO,08433,004812W
374642N,MURCIA,4,7031X,SAN JAVIER AEROPUERTO,08433,004821W
382331N,ALBACETE,680,7066Y,"YESTE, EMBALSE FUENSANTA",,021312W
380518N,ALBACETE,1485,7067Y,NERPIO,,022447W
381742N,ALBACETE,960,7072Y,YESTE,,021738W
381606N,MURCIA,955,7080X,MORATALLA,,015911W
383231N,ALBACETE,605,7096B,HELLÍN,08355,014211W
383517N,ALBACETE,615,7103Y,TOBARRA,,014122W
380609N,MURCIA,643,7119B,CARAVACA DE LA CRUZ,08365,015238W
381403N,MURCIA,350,7121A,CALASPARRA,,014208W
380257N,MURCIA,640,7127X,BULLAS,,014143W
382732N,MURCIA,485,7138B,JUMILLA,,012007W
381358N,MURCIA,265,7145D,CIEZA,08363,012250W
380741N,MURCIA,150,7158X,ARCHENA,,011821W
380229N,MURCIA,255,7172X,MULA,,012657W
380007N,MURCIA,62,7178I,MURCIA,08430,011015W
375534N,MURCIA,985,7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",,020330W
375041N,MURCIA,646,7203A,"LORCA, ZARCILLA DE RAMOS",,015211W
373917N,MURCIA,312,7209,LORCA,08426,014114W
373405N,MURCIA,445,7211B,PUERTO LUMBRERAS,,014750W
374531N,MURCIA,281,7218Y,TOTANA,,013046W
375142N,MURCIA,157,7227X,ALHAMA DE MURCIA,,012005W
375728N,MURCIA,75,7228,"ALCANTARILLA, BASE AÉREA",08429,011343W
380820N,MURCIA,170,7237E,MOLINA DE SEGURA,,010931W
380404N,ALICANTE,26,7244X,ORIHUELA,,005853W
382359N,ALICANTE,575,7247X,EL PINÓS/PINOSO,08357,010217W
381140N,MURCIA,174,7250C,ABANILLA,,010202W
380517N,ALICANTE,31,7261X,ROJALES,,004255W
383606N,MURCIA,640,7275C,YECLA,08356,010935W
384648N,VALENCIA,622,8005X,FONTANARS DELS ALFORINS,,004745W
383437N,ALICANTE,486,8008Y,VILLENA,,005156W
382312N,ALICANTE,230,8013X,NOVELDA,,004528W
381715N,ALICANTE,110,8018X,ELX/ELCHE,,004050W
381658N,ALICANTE,43,8019,ALICANTE-ELCHE AEROPUERTO,08360,003415W
382221N,ALICANTE,81,8025,ALACANT/ALICANTE,08359,002939W
383237N,ALICANTE,36,8036Y,BENIDORM,,000816W
384701N,ALICANTE,15,8050X,JÁVEA/ XÀBIA,08370,001004E
385048N,ALICANTE,60,8057C,PEGO,,000706W
385544N,VALENCIA,5,8058X,OLIVA,08282,000545W
385701N,VALENCIA,12,8058Y,MIRAMAR,,000816W
384240N,ALICANTE,534,8059C,ALCOI/ALCOY,,002739W
390101N,VALENCIA,340,8072Y,BARX,,001817W
401315N,CUENCA,1154,8084Y,PANTANO DE LA TOBA (AUTOMATICA),,015537W
400402N,CUENCA,949,8096,CUENCA,08231,020755W
393320N,CUENCA,830,8155Y,MOTILLA DEL PALANCAR,,015455W
385715N,ALBACETE,702,8175,ALBACETE BASE AÉREA,08280,015123W
385609N,ALBACETE,880,8177A,CHINCHILLA,08278,013936W
390021N,ALBACETE,674,8178D,ALBACETE,08279,015146W
391230N,VALENCIA,372,8193E,JALANCE,,010540W
385102N,ALBACETE,710,8198Y,ALMANSA,,010347W
390458N,VALENCIA,855,8203O,ZARRA,08283,010603W
400611N,CUENCA,1160,8210Y,SALVACAÑETE,,013013W
394252N,CUENCA,815,8245Y,MIRA,,012633W
390801N,VALENCIA,305,8270X,BICORP,,004724W
384946N,VALENCIA,350,8283X,ONTINYENT,,003628W
390006N,VALENCIA,88,8293X,XÀTIVA,08290,003125W
390648N,VALENCIA,25,8300X,CARCAIXENT,,002645W
393432N,VALENCIA,758,8309X,UTIEL,08281,011441W
391105N,VALENCIA,12,8325X,POLINYÀ DE XÚQUER,08287,002219W
392321N,VALENCIA,196,8337X,TURÍS,,003711W
402511N,TERUEL,1130,8354X,ALBARRACÍN,,012629W
402102N,TERUEL,902,8368U,TERUEL,08235,010727W
401410N,TERUEL,1430,8376,JABALOYAS,,012442W
400338N,VALENCIA,705,8381X,ADEMUZ,,011701W
394512N,VALENCIA,515,8395X,CHELVA,,005935W
393950N,VALENCIA,198,8409X,LLÍRIA,,003914W
392906N,VALENCIA,56,8414A,VALENCIA AEROPUERTO,08284,002829W
392850N,VALENCIA,11,8416,VALÈNCIA,08285,002159W
392847N,VALENCIA,6,8416X,"VALENCIA, UPV",,002013W
392850N,VALENCIA,11,8416Y,"VALÈNCIA, VIVEROS",08285,002159W
394744N,CASTELLON,400,8439X,SEGORBE,,002907W
394203N,VALENCIA,30,8446Y,SAGUNT/SAGUNTO,,001532W
402550N,TERUEL,1380,8458X,CEDRILLAS,,005058W
400516N,CASTELLON,601,8472A,MONTANEJOS,,003249W
402145N,TERUEL,1515,8486X,MOSQUERUELA,,002716W
402600N,CASTELLON,1131,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,08241,001521W
401338N,CASTELLON,420,8492X,ATZENETA DEL MAESTRAT,,001011W
395726N,CASTELLON,43,8500A,CASTELLÓ - ALMASSORA,08286,000419W
395921N,CASTELLON,23,8501,CASTELLÓ DE LA PLANA,,000156W
401241N,CASTELLON,35,8503Y,TORREBLANCA,,001101E
404137N,CASTELLON,1168,8520X,LA POBLA DE BENIFASSÀ-FREDES,,000955E
403315N,CASTELLON,111,8523X,VINARÒS,08239,002547E
425931N,CANTABRIA,870,9001D,REINOSA,08032,040938W
430212N,CANTABRIA,1650,9001S,ALTO CAMPOO,08061,042228W
425705N,BURGOS,915,9012E,SANTA GADEA DE ALFOZ,,035726W
424835N,CANTABRIA,770,9016X,"VALDERREDIBLE, CUBILLO DE EBRO",,040156W
424823N,CANTABRIA,720,9019B,"VALDERREDIBLE, POLIENTES   ",08033,035602W
424449N,BURGOS,1017,9027X,SARGENTES DE LA LORA,,035304W
423334N,BURGOS,730,9031C,BRIVIESCA,,031832W
425512N,BURGOS,580,9051,MEDINA DE POMAR,08063,032858W
425231N,ARABA/ALAVA,910,9060X,LALASTRA,,031354W
424113N,BURGOS,460,9069C,MIRANDA DE EBRO,,025738W
424947N,ARABA/ALAVA,660,9073X,"AGURAIN/SALVATIERRA, OPAKUA",,022135W
425059N,ARABA/ALAVA,521,9087,VITORIA AERÓDROMO,,023922W
425255N,ARABA/ALAVA,513,9091O,FORONDA-TXOKIZA,08080,024406W
425219N,ARABA/ALAVA,513,9091R,VITORIA-GASTEIZ AEROPUERTO,08080,024358W
422516N,BURGOS,820,9111,BELORADO,08077,031013W
421518N,LA RIOJA,1630,9115X,VALDEZCARAY,,025806W
423431N,LA RIOJA,465,9121X,HARO,,025117W
423614N,ARABA/ALAVA,612,9122I,LABASTIDA,,024636W
421351N,LA RIOJA,1006,9136X,"ANGUIANO, VALVANERA",,025216W
422451N,LA RIOJA,500,9141V,NÁJERA,,024336W
423402N,ARABA/ALAVA,575,9145X,LEZA,,023758W
422858N,LA RIOJA,429,9145Y,CENICERO,,023822W
422708N,LA RIOJA,353,9170,"LOGROÑO, AEROPUERTO",08084,021952W
423413N,NAVARRA,470,9171K,LOS ARCOS,,021102W
424014N,ARABA/ALAVA,570,9178X,CAMPEZO/KANPEZU,,022046W
420858N,LA RIOJA,855,9188,ENCISO,,021624W
424735N,HUESCA,2276,9195C,ASTÚN- LA RACA,08909,003019W
424458N,HUESCA,1197,9198X,CANFRANC,,003058W
423444N,HUESCA,823,9201K,JACA,08091,003249W
423447N,HUESCA,832,9201X,JACA,,003242W
424426N,HUESCA,860,9207,"VALLE DE HECHO, HECHO",,004502W
424231N,HUESCA,1025,9208E,ARAGÜÉS DEL PUERTO,08095,004022W
423051N,HUESCA,722,9211F,"BAILO, PUYALTO",,004902W
425145N,NAVARRA,838,9218A,ISABA/IZABA,,005529W
425346N,NAVARRA,635,9228J,OROZ-BETELU/OROTZ-BETELU,,011801W
430028N,NAVARRA,947,9228T,RONCESVALLES/ORREAGA,,011932W
424303N,NAVARRA,612,9238X,NAVASCUÉS/NABASKOZE,,010702W
422927N,ZARAGOZA,626,9244X,SOS DEL REY CATÓLICO,08090,011249W
423117N,NAVARRA,440,9245X,CÁSEDA,,012159W
422921N,NAVARRA,390,9252X,OLITE/ERRIBERRI,,013920W
425814N,NAVARRA,615,9257X,"ESTERIBAR, EMBALSE DE EUGI",,013101W
424904N,NAVARRA,450,9262,PAMPLONA,,013818W
424204N,NAVARRA,585,9262P,MONREAL/ELO,,012944W
424637N,NAVARRA,459,9263D,"PAMPLONA, AEROPUERTO",08085,013900W
424634N,NAVARRA,572,9263X,"ARANGUREN, ILUNDAIN  ",08089,013157W
425508N,NAVARRA,432,9274X,IRURTZUN,,015006W
423258N,NAVARRA,375,9280B,LARRAGA,,015127W
421225N,NAVARRA,268,9283X,CADREITA,08153,014241W
420135N,SORIA,1096,9287A,SAN PEDRO MANRIQUE,,021351W
421034N,LA RIOJA,371,9293X,"ALFARO, LA PLANA",,014438W
421155N,NAVARRA,295,9294E,"BARDENAS REALES, BASE AÉREA",08087,012831W
415453N,ZARAGOZA,475,9299X,TARAZONA,,014324W
415732N,NAVARRA,410,9301X,MONTEAGUDO,,014126W
420320N,NAVARRA,297,9302Y,TUDELA,,013634W
420716N,ZARAGOZA,321,9321X,EJEA DE LOS CABALLEROS,,010823W
415903N,ZARAGOZA,543,9336D,CASTEJON DE VALDEJASA,,005945W
411259N,SORIA,863,9344C,ARCOS DE JALÓN,,021735W
413429N,SORIA,1000,9352A,ALMAZUL,,020825W
411735N,ZARAGOZA,703,9354X,ALHAMA DE ARAGON,,015343W
403400N,TERUEL,1000,9374X,SANTA EULALIA DEL CAMPO,,011915W
404643N,GUADALAJARA,1185,9377Y,EL PEDREGAL,,013406W
405154N,TERUEL,932,9381,"CALAMOCHA, AERÓDROMO",,011818W
405534N,TERUEL,884,9381I,CALAMOCHA,08233,011736W
410652N,ZARAGOZA,779,9390,DAROCA,08157,012436W
411952N,ZARAGOZA,582,9394X,CALATAYUD,08156,013843W
412852N,ZARAGOZA,370,9427X,LA ALMUNIA DE DOÑA GODINA,,012251W
413938N,ZARAGOZA,249,9434,"ZARAGOZA, AEROPUERTO",08160,010015W
413716N,ZARAGOZA,258,9434P,"ZARAGOZA, VALDESPARTERA",08159,005605W
405943N,TERUEL,1255,9436X,FONFRÍA,,010515W
424545N,HUESCA,1800,9445L,"FORMIGAL, SARRIOS",08096,002334W
424216N,HUESCA,1850,9451F,"PANTICOSA, PETROSOS",08915,001631W
424157N,HUESCA,1100,9453X,"BIESCAS, EMBALSE DE BÚBAL",,001908W
423046N,HUESCA,775,9460X,SABIÑÁNIGO,,002120W
420146N,HUESCA,390,9491X,ALMUDÉVAR,,003509W
414748N,ZARAGOZA,405,9495Y,LECIÑENA,,003702W
412635N,ZARAGOZA,535,9501X,VALMADRID ,,005309W
412545N,ZARAGOZA,205,9510X,QUINTO,,003014W
410152N,TERUEL,800,9513X,MUNIESA,,004820W
404943N,TERUEL,895,9531Y,MONTALBÁN,,004735W
411019N,TERUEL,305,9546B,HIJAR,,002631W
405828N,TERUEL,762,9550C,"ANDORRA, HORCALLANA",,002428W
404754N,TERUEL,755,9561X,CASTELLOTE,,001855W
403718N,CASTELLON,990,9562X,MORELLA,,000607W
402955N,CASTELLON,1220,9563X,CASTELLFORT,08237,001112W
405648N,TERUEL,466,9569A,CALANDA,08166,001416W
410329N,TERUEL,334,9573X,ALCAÑIZ,08164,000830W
411433N,ZARAGOZA,215,9574B,"CASPE, PLANA DEL PILÓN",08165,000407W
413121N,ZARAGOZA,357,9576C,BUJARALOZ,08165,001028W
421957N,GIRONA,1699,9585,LA MOLINA,08117,015622E
422144N,LLEIDA,1038,9590,MARTINET  ,,014136E
422549N,LLEIDA,1940,9590D,CAP DE REC,08940,014004E
422117N,LLEIDA,677,9619,LA SEU D'URGELL,08115,012747E
421349N,LLEIDA,1196,9632X,TUIXENT,,013410E
420916N,LLEIDA,609,9638D,COLL DE NARGÓ,,011843E
414821N,LLEIDA,435,9647X,TORÀ,,012344E
415253N,LLEIDA,400,9650X,ARTESA DE SEGRE,,010631E
423730N,LLEIDA,952,9657X,ESTERRI D'ÀNEU,,010734E
423451N,LLEIDA,1907,9660,SANT MAURICI (LLAC),,010027E
422436N,LLEIDA,2410,9677,PORT AINÉ,08938,011253E
422759N,LLEIDA,1273,9689X,TORRE DE CABDELLA ,,005927E
421219N,LLEIDA,807,9698U,TALARN,08112,005155E
420401N,LLEIDA,515,9707,LLIMIANA,,005426E
414052N,LLEIDA,463,9718X,TORDERA - GRANYANELLA,,011323E
413902N,LLEIDA,388,9720X,TÀRREGA,08173,010858E
415224N,LLEIDA,520,9724X,OS DE BALAGUER,,004522E
413326N,TARRAGONA,657,9726E,LLORAC,,011834E
413701N,LLEIDA,252,9729X,MOLLERUSSA,,005200E
423012N,LLEIDA,1089,9744B,VALL DE BOÍ,,004756E
421907N,HUESCA,760,9751,SOPEIRA,,004449E
420645N,HUESCA,765,9756X,BENABARRE,,002848E
413702N,LLEIDA,199,9771,"LLEIDA, OBSERVATORIO",,003716E
413734N,LLEIDA,186,9771C,LLEIDA,08171,003553E
412158N,LLEIDA,673,9772X,LA POBLA DE CÉRVOLES,,005449E
412449N,LLEIDA,392,9775X,EL SOLERÀS,,004042E
412336N,LLEIDA,488,9776D,ELS TORMS,,004403E
423748N,HUESCA,992,9784P,BIELSA,08103,001329E
422518N,HUESCA,610,9808X,"AÍNSA-SOBRARBE, LA SERRETA",,000817E
423919N,HUESCA,1206,9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",,000557W
423736N,HUESCA,1020,9814A,TORLA,08101,000642W
423922N,HUESCA,1905,9814I,"TORLA-ORDESA, EL CEBOLLAR",08919,000728W
423815N,HUESCA,1076,9814X,TORLA - ORDESA,,000644W
423558N,HUESCA,1120,9838B,BENASQUE,,003114E
423318N,HUESCA,2374,9839V,"CERLER, COGULLA",08923,003235E
422837N,HUESCA,825,9843A,SEIRA,,002603E
421205N,HUESCA,600,9855E,"CAPELLA, LAGUARRES",,002758E
420117N,HUESCA,305,9866C,BARBASTRO,,000826E
414757N,HUESCA,300,9894Y,SARIÑENA,,000939W
420504N,HUESCA,546,9898,"HUESCA, AEROPUERTO",08094,001932W
420820N,HUESCA,463,9901X,HUESCA,,002342W
414626N,HUESCA,380,9908X,LANAJA,,001959W
413710N,HUESCA,178,9911X,BALLOBAR,,001116E
414651N,HUESCA,218,9918Y,"TAMARITE DE LITERA, LA MELUSA",,002237E
413129N,HUESCA,170,9924X,FRAGA,,002120E
405224N,TERUEL,483,9935X,VALDERROBRES,,000847E
405711N,TARRAGONA,495,9946X,HORTA DE SANT JOAN,,001842E
411038N,TARRAGONA,370,9947X,LA POBLA DE MASSALUCA,,002112E
411458N,TARRAGONA,363,9961X,CABACÉS,,004407E
410018N,TARRAGONA,112,9975X,RASQUERA,,003649E
404913N,TARRAGONA,50,9981A,ESTACIÓN DE TORTOSA (ROQUETES),08238,002936E
404157N,TARRAGONA,1,9987P,SANT JAUME D'ENVEJA,08240,004836E
424131N,LLEIDA,2467,9988B,CAP DE VAQUÈIRA,08936,005826E
424201N,LLEIDA,1161,9990X,"NAUT ARAN, ARTIES ",08107,005237E
424634N,LLEIDA,722,9994X,BOSSÒST,,004123E
430528N,NAVARRA,334,9995Y,VALCARLOS/LUZAIDE,,011803W
405517N,TERUEL,1006,9998X,BELLO,,012940W
